City_State,RPP_c,vals
"Jackson, MS (Metropolitan Statistical Area)",  RPPs: Goods,97.4
"Jackson, MS (Metropolitan Statistical Area)",  RPPs: Services: Rents,73.9
"Jackson, MS (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Jackson, TN (Metropolitan Statistical Area)",RPPs: All items,82.1
"Jackson, TN (Metropolitan Statistical Area)",  RPPs: Goods,91.2
"Jackson, TN (Metropolitan Statistical Area)",  RPPs: Services: Rents,59.8
"Jackson, TN (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Jacksonville, FL (Metropolitan Statistical Area)",RPPs: All items,95.8
"Jacksonville, FL (Metropolitan Statistical Area)",  RPPs: Goods,97.8
"Jacksonville, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,95.8
"Jacksonville, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Jacksonville, NC (Metropolitan Statistical Area)",RPPs: All items,92.7
"Jacksonville, NC (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Jacksonville, NC (Metropolitan Statistical Area)",  RPPs: Services: Rents,85.2
"Jacksonville, NC (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Janesville-Beloit, WI (Metropolitan Statistical Area)",RPPs: All items,91.7
"Janesville-Beloit, WI (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Janesville-Beloit, WI (Metropolitan Statistical Area)",  RPPs: Services: Rents,78.3
"Janesville-Beloit, WI (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Jefferson City, MO (Metropolitan Statistical Area)",RPPs: All items,82.2
"Jefferson City, MO (Metropolitan Statistical Area)",  RPPs: Goods,92.9
"Jefferson City, MO (Metropolitan Statistical Area)",  RPPs: Services: Rents,59.1
"Jefferson City, MO (Metropolitan Statistical Area)",  RPPs: Services: Other,90.2
"Johnson City, TN (Metropolitan Statistical Area)",RPPs: All items,88
"Johnson City, TN (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Johnson City, TN (Metropolitan Statistical Area)",  RPPs: Services: Rents,65.7
"Johnson City, TN (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Johnstown, PA (Metropolitan Statistical Area)",RPPs: All items,86.7
"Johnstown, PA (Metropolitan Statistical Area)",  RPPs: Goods,98
"Johnstown, PA (Metropolitan Statistical Area)",  RPPs: Services: Rents,52.5
"Johnstown, PA (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Jonesboro, AR (Metropolitan Statistical Area)",RPPs: All items,81.8
"Jonesboro, AR (Metropolitan Statistical Area)",  RPPs: Goods,91.3
"Jonesboro, AR (Metropolitan Statistical Area)",  RPPs: Services: Rents,62.5
"Jonesboro, AR (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"Joplin, MO (Metropolitan Statistical Area)",RPPs: All items,87.8
"Joplin, MO (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Joplin, MO (Metropolitan Statistical Area)",  RPPs: Services: Rents,63.3
"Joplin, MO (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",RPPs: All items,106.5
"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",  RPPs: Goods,99.4
"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",  RPPs: Services: Rents,138.3
"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",  RPPs: Services: Other,94
"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",RPPs: All items,91.2
"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",  RPPs: Services: Rents,76.8
"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Kankakee, IL (Metropolitan Statistical Area)",RPPs: All items,96.3
"Kankakee, IL (Metropolitan Statistical Area)",  RPPs: Goods,100.1
"Kankakee, IL (Metropolitan Statistical Area)",  RPPs: Services: Rents,81.2
"Kankakee, IL (Metropolitan Statistical Area)",  RPPs: Services: Other,102.2
"Kansas City, MO-KS (Metropolitan Statistical Area)",RPPs: All items,93.7
"Kansas City, MO-KS (Metropolitan Statistical Area)",  RPPs: Goods,96.5
"Kansas City, MO-KS (Metropolitan Statistical Area)",  RPPs: Services: Rents,82.4
"Kansas City, MO-KS (Metropolitan Statistical Area)",  RPPs: Services: Other,97.1
"Kennewick-Richland, WA (Metropolitan Statistical Area)",RPPs: All items,97.1
"Kennewick-Richland, WA (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Kennewick-Richland, WA (Metropolitan Statistical Area)",  RPPs: Services: Rents,92.8
"Kennewick-Richland, WA (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Killeen-Temple, TX (Metropolitan Statistical Area)",RPPs: All items,91.6
"Killeen-Temple, TX (Metropolitan Statistical Area)",  RPPs: Goods,97.6
"Killeen-Temple, TX (Metropolitan Statistical Area)",  RPPs: Services: Rents,80.3
"Killeen-Temple, TX (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",RPPs: All items,85.1
"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",  RPPs: Services: Rents,56.9
"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Kingston, NY (Metropolitan Statistical Area)",RPPs: All items,103.6
"Kingston, NY (Metropolitan Statistical Area)",  RPPs: Goods,98
"Kingston, NY (Metropolitan Statistical Area)",  RPPs: Services: Rents,120.7
"Kingston, NY (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Knoxville, TN (Metropolitan Statistical Area)",RPPs: All items,88.5
"Knoxville, TN (Metropolitan Statistical Area)",  RPPs: Goods,97.1
"Knoxville, TN (Metropolitan Statistical Area)",  RPPs: Services: Rents,68.6
"Knoxville, TN (Metropolitan Statistical Area)",  RPPs: Services: Other,93.5
"Kokomo, IN (Metropolitan Statistical Area)",RPPs: All items,85.7
"Kokomo, IN (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Kokomo, IN (Metropolitan Statistical Area)",  RPPs: Services: Rents,57.7
"Kokomo, IN (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",RPPs: All items,93.1
"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",  RPPs: Services: Rents,84.4
"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Lafayette, LA (Metropolitan Statistical Area)",RPPs: All items,88.7
"Lafayette, LA (Metropolitan Statistical Area)",  RPPs: Goods,96.7
"Lafayette, LA (Metropolitan Statistical Area)",  RPPs: Services: Rents,69.4
"Lafayette, LA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",RPPs: All items,92.1
"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",  RPPs: Goods,96.8
"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",  RPPs: Services: Rents,82.4
"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"Lake Charles, LA (Metropolitan Statistical Area)",RPPs: All items,88.1
"Lake Charles, LA (Metropolitan Statistical Area)",  RPPs: Goods,97.7
"Lake Charles, LA (Metropolitan Statistical Area)",  RPPs: Services: Rents,66.7
"Lake Charles, LA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",RPPs: All items,91.8
"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",  RPPs: Services: Rents,74
"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",RPPs: All items,92.9
"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,85
"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Lancaster, PA (Metropolitan Statistical Area)",RPPs: All items,99.4
"Lancaster, PA (Metropolitan Statistical Area)",  RPPs: Goods,98
"Lancaster, PA (Metropolitan Statistical Area)",  RPPs: Services: Rents,100
"Lancaster, PA (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Lansing-East Lansing, MI (Metropolitan Statistical Area)",RPPs: All items,93
"Lansing-East Lansing, MI (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Lansing-East Lansing, MI (Metropolitan Statistical Area)",  RPPs: Services: Rents,83.7
"Lansing-East Lansing, MI (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Laredo, TX (Metropolitan Statistical Area)",RPPs: All items,89.1
"Laredo, TX (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Laredo, TX (Metropolitan Statistical Area)",  RPPs: Services: Rents,72.1
"Laredo, TX (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Las Cruces, NM (Metropolitan Statistical Area)",RPPs: All items,91.1
"Las Cruces, NM (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Las Cruces, NM (Metropolitan Statistical Area)",  RPPs: Services: Rents,71.6
"Las Cruces, NM (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",RPPs: All items,97.8
"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",  RPPs: Services: Rents,96.5
"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Lawrence, KS (Metropolitan Statistical Area)",RPPs: All items,92.7
"Lawrence, KS (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Lawrence, KS (Metropolitan Statistical Area)",  RPPs: Services: Rents,83.4
"Lawrence, KS (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Lawton, OK (Metropolitan Statistical Area)",RPPs: All items,89.7
"Lawton, OK (Metropolitan Statistical Area)",  RPPs: Goods,97.1
"Lawton, OK (Metropolitan Statistical Area)",  RPPs: Services: Rents,72.8
"Lawton, OK (Metropolitan Statistical Area)",  RPPs: Services: Other,93.5
"Lebanon, PA (Metropolitan Statistical Area)",RPPs: All items,95.4
"Lebanon, PA (Metropolitan Statistical Area)",  RPPs: Goods,98
"Lebanon, PA (Metropolitan Statistical Area)",  RPPs: Services: Rents,83.3
"Lebanon, PA (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Lewiston, ID-WA (Metropolitan Statistical Area)",RPPs: All items,90.7
"Lewiston, ID-WA (Metropolitan Statistical Area)",  RPPs: Goods,99.4
"Lewiston, ID-WA (Metropolitan Statistical Area)",  RPPs: Services: Rents,73.3
"Lewiston, ID-WA (Metropolitan Statistical Area)",  RPPs: Services: Other,94
"Lewiston-Auburn, ME (Metropolitan Statistical Area)",RPPs: All items,94.3
"Lewiston-Auburn, ME (Metropolitan Statistical Area)",  RPPs: Goods,98
"Lewiston-Auburn, ME (Metropolitan Statistical Area)",  RPPs: Services: Rents,79.7
"Lewiston-Auburn, ME (Metropolitan Statistical Area)",  RPPs: Services: Other,100.6
"Lexington-Fayette, KY (Metropolitan Statistical Area)",RPPs: All items,91.3
"Lexington-Fayette, KY (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Lexington-Fayette, KY (Metropolitan Statistical Area)",  RPPs: Services: Rents,76.4
"Lexington-Fayette, KY (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Lima, OH (Metropolitan Statistical Area)",RPPs: All items,87.1
"Lima, OH (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Lima, OH (Metropolitan Statistical Area)",  RPPs: Services: Rents,61
"Lima, OH (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Lincoln, NE (Metropolitan Statistical Area)",RPPs: All items,92.5
"Lincoln, NE (Metropolitan Statistical Area)",  RPPs: Goods,97.1
"Lincoln, NE (Metropolitan Statistical Area)",  RPPs: Services: Rents,81.5
"Lincoln, NE (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",RPPs: All items,90.5
"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",  RPPs: Goods,97.7
"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",  RPPs: Services: Rents,74.1
"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Logan, UT-ID (Metropolitan Statistical Area)",RPPs: All items,91.1
"Logan, UT-ID (Metropolitan Statistical Area)",  RPPs: Goods,99.4
"Logan, UT-ID (Metropolitan Statistical Area)",  RPPs: Services: Rents,74.4
"Logan, UT-ID (Metropolitan Statistical Area)",  RPPs: Services: Other,94
"Longview, TX (Metropolitan Statistical Area)",RPPs: All items,90.9
"Longview, TX (Metropolitan Statistical Area)",  RPPs: Goods,96.8
"Longview, TX (Metropolitan Statistical Area)",  RPPs: Services: Rents,78.1
"Longview, TX (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Longview, WA (Metropolitan Statistical Area)",RPPs: All items,94.3
"Longview, WA (Metropolitan Statistical Area)",  RPPs: Goods,99.4
"Longview, WA (Metropolitan Statistical Area)",  RPPs: Services: Rents,86.5
"Longview, WA (Metropolitan Statistical Area)",  RPPs: Services: Other,94
"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",RPPs: All items,117.7
"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",  RPPs: Goods,104.8
"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,165.4
"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,107.4
"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",RPPs: All items,91
"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",  RPPs: Goods,97.5
"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",  RPPs: Services: Rents,75.8
"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Lubbock, TX (Metropolitan Statistical Area)",RPPs: All items,93.2
"Lubbock, TX (Metropolitan Statistical Area)",  RPPs: Goods,97.5
"Lubbock, TX (Metropolitan Statistical Area)",  RPPs: Services: Rents,85.5
"Lubbock, TX (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Lynchburg, VA (Metropolitan Statistical Area)",RPPs: All items,89.8
"Lynchburg, VA (Metropolitan Statistical Area)",  RPPs: Goods,97.6
"Lynchburg, VA (Metropolitan Statistical Area)",  RPPs: Services: Rents,72.7
"Lynchburg, VA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Macon-Bibb County, GA (Metropolitan Statistical Area)",RPPs: All items,86.2
"Macon-Bibb County, GA (Metropolitan Statistical Area)",  RPPs: Goods,97
"Macon-Bibb County, GA (Metropolitan Statistical Area)",  RPPs: Services: Rents,61.9
"Macon-Bibb County, GA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Madera, CA (Metropolitan Statistical Area)",RPPs: All items,94.7
"Madera, CA (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Madera, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,84.2
"Madera, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Madison, WI (Metropolitan Statistical Area)",RPPs: All items,97.7
"Madison, WI (Metropolitan Statistical Area)",  RPPs: Goods,96.7
"Madison, WI (Metropolitan Statistical Area)",  RPPs: Services: Rents,108.6
"Madison, WI (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"Manchester-Nashua, NH (Metropolitan Statistical Area)",RPPs: All items,108.5
"Manchester-Nashua, NH (Metropolitan Statistical Area)",  RPPs: Goods,101.2
"Manchester-Nashua, NH (Metropolitan Statistical Area)",  RPPs: Services: Rents,126
"Manchester-Nashua, NH (Metropolitan Statistical Area)",  RPPs: Services: Other,106.8
"Manhattan, KS (Metropolitan Statistical Area)",RPPs: All items,92.3
"Manhattan, KS (Metropolitan Statistical Area)",  RPPs: Goods,92.9
"Manhattan, KS (Metropolitan Statistical Area)",  RPPs: Services: Rents,93.7
"Manhattan, KS (Metropolitan Statistical Area)",  RPPs: Services: Other,90.2
"Mankato-North Mankato, MN (Metropolitan Statistical Area)",RPPs: All items,90.2
"Mankato-North Mankato, MN (Metropolitan Statistical Area)",  RPPs: Goods,92.9
"Mankato-North Mankato, MN (Metropolitan Statistical Area)",  RPPs: Services: Rents,86.5
"Mankato-North Mankato, MN (Metropolitan Statistical Area)",  RPPs: Services: Other,90.2
"Mansfield, OH (Metropolitan Statistical Area)",RPPs: All items,86.3
"Mansfield, OH (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Mansfield, OH (Metropolitan Statistical Area)",  RPPs: Services: Rents,59.5
"Mansfield, OH (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",RPPs: All items,84.5
"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",  RPPs: Services: Rents,58.2
"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Medford, OR (Metropolitan Statistical Area)",RPPs: All items,97.6
"Medford, OR (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Medford, OR (Metropolitan Statistical Area)",  RPPs: Services: Rents,95.7
"Medford, OR (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Memphis, TN-MS-AR (Metropolitan Statistical Area)",RPPs: All items,91
"Memphis, TN-MS-AR (Metropolitan Statistical Area)",  RPPs: Goods,97.6
"Memphis, TN-MS-AR (Metropolitan Statistical Area)",  RPPs: Services: Rents,76.7
"Memphis, TN-MS-AR (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Merced, CA (Metropolitan Statistical Area)",RPPs: All items,94.1
"Merced, CA (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Merced, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,81.4
"Merced, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",RPPs: All items,107.6
"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",  RPPs: Goods,100.6
"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,129.4
"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,100.9
"Michigan City-La Porte, IN (Metropolitan Statistical Area)",RPPs: All items,85.7
"Michigan City-La Porte, IN (Metropolitan Statistical Area)",  RPPs: Goods,92.9
"Michigan City-La Porte, IN (Metropolitan Statistical Area)",  RPPs: Services: Rents,71.1
"Michigan City-La Porte, IN (Metropolitan Statistical Area)",  RPPs: Services: Other,90.2
"Midland, MI (Metropolitan Statistical Area)",RPPs: All items,91.8
"Midland, MI (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Midland, MI (Metropolitan Statistical Area)",  RPPs: Services: Rents,78.4
"Midland, MI (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Midland, TX (Metropolitan Statistical Area)",RPPs: All items,100.8
"Midland, TX (Metropolitan Statistical Area)",  RPPs: Goods,97.5
"Midland, TX (Metropolitan Statistical Area)",  RPPs: Services: Rents,130.2
"Midland, TX (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)",RPPs: All items,95.6
"Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)",  RPPs: Goods,95.6
"Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)",  RPPs: Services: Rents,95.1
"Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)",  RPPs: Services: Other,95.8
"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",RPPs: All items,102.3
"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",  RPPs: Goods,103.9
"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",  RPPs: Services: Rents,110.1
"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",  RPPs: Services: Other,96.7
"Missoula, MT (Metropolitan Statistical Area)",RPPs: All items,95.8
"Missoula, MT (Metropolitan Statistical Area)",  RPPs: Goods,99.4
"Missoula, MT (Metropolitan Statistical Area)",  RPPs: Services: Rents,92.5
"Missoula, MT (Metropolitan Statistical Area)",  RPPs: Services: Other,94
"Mobile, AL (Metropolitan Statistical Area)",RPPs: All items,87.4
"Mobile, AL (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Mobile, AL (Metropolitan Statistical Area)",  RPPs: Services: Rents,65.4
"Mobile, AL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Modesto, CA (Metropolitan Statistical Area)",RPPs: All items,97.8
"Modesto, CA (Metropolitan Statistical Area)",  RPPs: Goods,95.4
"Modesto, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,96.6
"Modesto, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,102
"Monroe, LA (Metropolitan Statistical Area)",RPPs: All items,84.7
"Monroe, LA (Metropolitan Statistical Area)",  RPPs: Goods,97.4
"Monroe, LA (Metropolitan Statistical Area)",  RPPs: Services: Rents,56.6
"Monroe, LA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Monroe, MI (Metropolitan Statistical Area)",RPPs: All items,94
"Monroe, MI (Metropolitan Statistical Area)",  RPPs: Goods,98.2
"Monroe, MI (Metropolitan Statistical Area)",  RPPs: Services: Rents,79.3
"Monroe, MI (Metropolitan Statistical Area)",  RPPs: Services: Other,99.3
"Montgomery, AL (Metropolitan Statistical Area)",RPPs: All items,89.1
"Montgomery, AL (Metropolitan Statistical Area)",  RPPs: Goods,97.8
"Montgomery, AL (Metropolitan Statistical Area)",  RPPs: Services: Rents,70
"Montgomery, AL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Morgantown, WV (Metropolitan Statistical Area)",RPPs: All items,91.5
"Morgantown, WV (Metropolitan Statistical Area)",  RPPs: Goods,91.3
"Morgantown, WV (Metropolitan Statistical Area)",  RPPs: Services: Rents,90
"Morgantown, WV (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"Morristown, TN (Metropolitan Statistical Area)",RPPs: All items,79.5
"Morristown, TN (Metropolitan Statistical Area)",  RPPs: Goods,91.3
"Morristown, TN (Metropolitan Statistical Area)",  RPPs: Services: Rents,59
"Morristown, TN (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",RPPs: All items,97.9
"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",  RPPs: Goods,99.4
"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",  RPPs: Services: Rents,100.8
"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",  RPPs: Services: Other,94
"Muncie, IN (Metropolitan Statistical Area)",RPPs: All items,86.9
"Muncie, IN (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Muncie, IN (Metropolitan Statistical Area)",  RPPs: Services: Rents,64.1
"Muncie, IN (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Muskegon, MI (Metropolitan Statistical Area)",RPPs: All items,87.5
"Muskegon, MI (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Muskegon, MI (Metropolitan Statistical Area)",  RPPs: Services: Rents,63.9
"Muskegon, MI (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",RPPs: All items,91.1
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",  RPPs: Goods,96.3
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",  RPPs: Services: Rents,84
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",  RPPs: Services: Other,93.5
"Napa, CA (Metropolitan Statistical Area)",RPPs: All items,121.9
"Napa, CA (Metropolitan Statistical Area)",  RPPs: Goods,110.7
"Napa, CA (Metropolitan Statistical Area)",  RPPs: Services: Rents,164
"Napa, CA (Metropolitan Statistical Area)",  RPPs: Services: Other,111
"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",RPPs: All items,100.9
"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",  RPPs: Goods,97.9
"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",  RPPs: Services: Rents,124
"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",RPPs: All items,94.4
"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",  RPPs: Goods,97.5
"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",  RPPs: Services: Rents,90.3
"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"New Bern, NC (Metropolitan Statistical Area)",RPPs: All items,85.4
"New Bern, NC (Metropolitan Statistical Area)",  RPPs: Goods,91.3
"New Bern, NC (Metropolitan Statistical Area)",  RPPs: Services: Rents,73.6
"New Bern, NC (Metropolitan Statistical Area)",  RPPs: Services: Other,93.2
"New Haven-Milford, CT (Metropolitan Statistical Area)",RPPs: All items,111.4
"New Haven-Milford, CT (Metropolitan Statistical Area)",  RPPs: Goods,107.6
"New Haven-Milford, CT (Metropolitan Statistical Area)",  RPPs: Services: Rents,113.6
"New Haven-Milford, CT (Metropolitan Statistical Area)",  RPPs: Services: Other,113.7
"New Orleans-Metairie, LA (Metropolitan Statistical Area)",RPPs: All items,95.2
"New Orleans-Metairie, LA (Metropolitan Statistical Area)",  RPPs: Goods,97.6
"New Orleans-Metairie, LA (Metropolitan Statistical Area)",  RPPs: Services: Rents,93.8
"New Orleans-Metairie, LA (Metropolitan Statistical Area)",  RPPs: Services: Other,93.4
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",RPPs: All items,122
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",  RPPs: Goods,109.9
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",  RPPs: Services: Rents,154.9
"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",  RPPs: Services: Other,115.9
"Niles-Benton Harbor, MI (Metropolitan Statistical Area)",RPPs: All items,89
"Niles-Benton Harbor, MI (Metropolitan Statistical Area)",  RPPs: Goods,97.2
"Niles-Benton Harbor, MI (Metropolitan Statistical Area)",  RPPs: Services: Rents,68.1
"Niles-Benton Harbor, MI (Metropolitan Statistical Area)",  RPPs: Services: Other,93.6
